target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,no_cue,no_target,no_word_combo,unrelated_no_cue
bekrefte.1,574.756856080261,545.69680001908,-0.646741007277663,-0.813471619087509,50.0367902587423,12.1161259160359,0.0735649941467238,0.0902480578912828,7,5,0,0,7,5,7,5,0,0,1,1,7,5,0,0,7,5,7,5,0,0,1,1,7,5,-29.0600560611814,-0.166730611809846,no,check,verify,sjekke,bekrefte,sjekkebekrefte,herlig
bekymre,551.791875098352,596.166727272714,-0.758557318835394,-0.526042767334884,35.4345931599908,24.3018896439786,0.0738202515687227,0.0789996715427623,8,11,0,0,8,11,8,11,0,0,1,1,8,11,0,0,8,11,8,11,0,0,1,1,8,11,44.3748521743626,0.23251455150051,no,concern,worry,bekymring,bekymre,bekymringbekymre,område
belønning,1787.94000009523,571.23919999674,4.93968106196281,-0.684879872344687,739.27999990451,39.6941752964219,3.70294244155535,0.109432103770538,2,5,0,0,2,5,2,5,0,0,1,1,2,5,0,0,2,5,2,5,0,0,1,1,2,5,-1216.70080009849,-5.6245609343075,no,bonus,reward,bonus,belønning,bonusbelønning,sekundær
beløp,643.512334007343,533.356909089965,-0.449004263154366,-0.738610443616636,24.0000755453724,35.4537427917711,0.116004375693479,0.0751467895795301,3,11,0,0,3,11,3,11,0,0,1,1,3,11,0,0,3,10,3,11,0,0,1,0.909090909090909,3,11,-110.155424917378,-0.28960618046227,no,sum,amount,sum,beløp,sumbeløp,stolthet
bemerkelsesverdig,1120.94333182694,1260.24249996571,0.899769699029274,1.42861911012016,327.448330313179,209.033271715781,0.778906007352961,0.62926495438837,4,6,0,0,3,6,3,6,0,0,1,1,4,6,0,0,3,6,3,6,0,0,1,1,3,6,139.299168138765,0.528849411090888,no,exceptional,remarkable,eksepsjonell,bemerkelsesverdig,eksepsjonellbemerkelsesverdig,supermann
berømt,659.002800209797,791.301333334753,-0.438204546581918,-0.0244015537868448,55.346089843129,117.378367000519,0.137940179283047,0.47404792103727,5,12,0,0,5,12,5,12,0,0,1,1,5,12,0,0,5,12,5,12,0,0,1,1,5,12,132.298533124956,0.413802992795073,no,popular,famous,populær,berømt,populærberømt,bombe
beskjed,569.985874939637,653.721571433574,-0.651575290419891,-0.678472159001733,49.0154432555552,66.6678801770607,0.148221165559106,0.102425478970675,9,14,0,1,8,14,8,14,0,1,1,1,9,14,0,1,8,14,8,14,0,1,1,1,8,14,83.7356964939368,-0.026896868581842,no,warning,message,advarsel,beskjed,advarselbeskjed,fattigdom
beskjeden,530.252800051851,605.008666389525,-0.66664049677197,-0.608040043778325,26.9304568993904,37.1811217932783,0.0849807449279096,0.0819604074905788,11,9,0,0,10,9,10,9,0,0,1,1,11,9,0,0,10,9,10,9,0,0,1,1,10,9,74.7558663376741,0.0586004529936448,no,humble,modest,ydmyk,beskjeden,ydmykbeskjeden,drosje
beskrivelse,703.921624996336,656.51550000596,-0.531886741900237,-0.561087201147162,61.7145552521845,71.3528831547648,0.113705482121306,0.0643333181592343,8,6,0,0,8,4,8,4,0,0,1,1,8,6,0,0,8,4,8,4,0,0,1,1,8,4,-47.4061249903751,-0.0292004592469245,no,profile,description,profil,beskrivelse,profilbeskrivelse,land
besluttsomhet,1090.88685720757,915.506999972759,0.901496982511645,0.236503336273012,210.981795107521,85.2526313713418,0.704671477378085,0.222345213012936,8,8,0,0,7,7,8,7,0,0,0.875,1,8,8,0,0,8,7,8,7,0,0,1,1,7,7,-175.379857234809,-0.664993646238633,no,courage,determination,mot,besluttsomhet,motbesluttsomhet,kjede
bestemor,435.653799980914,725.849166654613,-1.06186879359733,-0.717761834067442,38.7283341871678,111.017718309098,0.12287427627563,0.184019917817231,5,7,0,0,5,6,5,6,0,0,1,1,5,7,0,0,5,6,5,6,0,0,1,1,5,6,290.195366673699,0.344106959529884,no,grandfather,grandmother,bestefar,bestemor,bestefarbestemor,vanskelig
besvare,673.798000254435,634.439249974879,-0.313446174866417,-0.396858400854466,83.556307117507,81.9390166966547,0.390419058039405,0.14914770145661,3,4,0,0,3,4,3,4,0,0,1,1,3,4,0,0,3,4,3,4,0,0,1,1,3,4,-39.3587502795564,-0.0834122259880498,no,answer,reply,svar,besvare,svarbesvare,øye
betydning,731.106545455082,744.043666730227,-0.243482228834479,0.0451685502363587,101.397955013341,13.8891130063503,0.290914798280559,0.124758267295472,11,5,0,0,11,3,11,3,0,0,1,1,11,5,0,0,11,3,11,3,0,0,1,1,11,3,12.9371212751454,0.288650779070838,no,meaning,importance,betydningsfull,betydning,betydningsfullbetydning,snakke
bevis,524.866998148228,615.196000007594,-0.518031410585317,-0.508231476218922,74.1615004985966,50.73526984643,0.337358526445334,0.200817740953558,4,13,0,0,3,13,3,13,0,0,1,1,4,13,0,0,2,13,3,13,0,0,0.666666666666667,1,3,13,90.3290018593661,0.00979993436639581,no,evidence,proof,bevisførsel,bevis,bevisførselbevis,ekstremt
bil,660.608199986862,523.716250011938,-0.59534834666254,-0.839424857315281,63.9888881557431,58.228992208955,0.160198069169459,0.0793582991277665,5,4,0,0,5,4,5,4,0,0,1,1,5,4,0,0,5,3,5,4,0,0,1,0.75,5,4,-136.891949974924,-0.244076510652742,no,vehicle,car,kjøretøy,bil,kjøretøybil,hallo
billig,541.816999994015,543.26949998959,-0.807758391973017,-0.622884309788603,46.3373087601787,53.5061999280965,0.165555167839263,0.148714334879367,4,5,0,0,4,4,4,4,0,0,1,1,4,5,0,0,4,4,4,4,0,0,1,1,4,4,1.45249999557575,0.184874082184414,no,expensive,cheap,dyrt,billig,dyrtbillig,tilgivelse
biologi,622.060272741417,669.284999992035,-0.543323897990662,-0.485415611786911,38.5078095094655,97.4237299773758,0.102948877583389,0.157760789873931,12,6,0,0,11,6,11,6,0,0,1,1,12,6,0,0,11,6,11,6,0,0,1,1,11,6,47.2247272506173,0.0579082862037509,no,chemistry,biology,kjemi,biologi,kjemibiologi,danser
biologisk,819.355500000005,701.964285694046,0.0316993246959377,-0.507060538951483,51.355500000005,56.0649074157141,0.307628648175665,0.134673872701669,2,8,0,0,2,7,2,7,0,0,1,1,2,8,0,0,2,6,2,7,0,0,1,0.857142857142857,2,7,-117.391214305959,-0.538759863647421,no,chemical,biological,kjemisk,biologisk,kjemiskbiologisk,washington
blad,800.27418210861,623.388800018944,0.0652883932031901,-0.421286592276773,109.641098575996,82.9825103889397,0.36349754476588,0.234152180938469,11,5,0,0,11,5,11,5,0,0,1,1,11,5,0,0,9,5,11,5,0,0,0.818181818181818,1,11,5,-176.885382089665,-0.486574985479963,no,playboy,magazine,lekegutt,blad,lekeguttblad,metode
blanding,606.939499987988,887.37450003657,-0.6479518872868,0.396711710708008,39.435500035761,172.75805575122,0.000713721859974537,0.72889199640366,2,7,0,0,2,6,2,6,0,0,1,1,2,7,0,0,2,6,2,6,0,0,1,1,2,6,280.435000048582,1.04466359799481,no,combination,mixture,kombinasjon,blanding,kombinasjonblanding,november
blomst,588.227857481755,598.198800363345,-0.785007397443035,-0.638254144294462,60.308505203734,114.298795158811,0.111976545180829,0.353597296728895,7,7,0,0,7,5,7,5,0,0,1,1,7,7,0,0,7,5,7,5,0,0,1,1,7,5,9.97094288158974,0.146753253148573,no,plant,flower,plante,blomst,planteblomst,motiv
blå,481.653000115626,483.43349998213,-0.940098051424466,-1.00538204798785,26.8411610193182,44.7797149634225,0.12598749520364,0.104881756324959,5,4,0,0,5,4,5,4,0,0,1,1,5,4,0,0,5,4,5,4,0,0,1,1,5,4,1.78049986650313,-0.0652839965633878,no,brown,blue,brun,blå,brunblå,håp
blåmerke,640.524812507574,787.755750005952,-0.452284187916821,-0.137810709962792,47.8057552677253,100.474701756575,0.130626260522651,0.199676954927001,16,9,0,0,16,8,16,8,0,0,1,1,16,9,0,0,12,8,16,8,0,0,0.75,1,16,8,147.230937498378,0.314473477954029,no,scratch,bruise,ripe,blåmerke,ripeblåmerke,avbryte
bok,784.685399999889,539.173285727946,-0.687655312669555,-0.822425017596013,161.599224209687,51.800059836406,0.144816907571693,0.147169033951232,5,7,0,0,5,7,5,7,0,0,1,1,5,7,0,0,5,7,5,7,0,0,1,1,5,7,-245.512114271942,-0.134769704926458,no,bible,book,bibel,bok,bibelbok,ekorn
bomull,696.642499955349,573.726000017894,-0.391529022558163,-0.60062082098835,99.3624353911569,57.5954330918026,0.243102047887179,0.142448679747404,8,6,0,0,8,4,8,4,0,0,1,1,8,6,0,0,8,4,8,4,0,0,1,1,8,4,-122.916499937455,-0.209091798430187,no,silk,cotton,silke,bomull,silkebomull,hevn
borgermester,874.184125006533,1057.08185712199,0.0531536962101265,0.613685538982404,106.377923255041,286.626732269366,0.232174245682832,0.742074646412972,8,8,0,0,8,7,8,7,0,0,1,1,8,8,0,0,7,7,8,7,0,0,0.875,1,8,7,182.897732115457,0.560531842772278,no,sheriff,mayor,sheriff,borgermester,sheriffborgermester,bevare
bortføre,710.928000000005,705.273999998491,-0.333007208256221,-0.342546067962196,22.859654940528,83.711290094915,0.0692767842334498,0.0857330272618975,3,4,0,0,3,4,3,4,0,0,1,1,3,4,0,0,3,4,3,4,0,0,1,1,3,4,-5.6540000015134,-0.00953885970597429,no,kidnap,abduct,kidnappe,bortføre,kidnappebortføre,støvel
boston,708.87475003468,854.554374998298,-0.332075623427973,0.0140891901866497,72.0208662297043,87.1160610873885,0.235623733068348,0.244742464284367,4,9,0,0,4,8,4,9,0,0,1,0.888888888888889,4,9,0,0,3,9,4,9,0,0,0.75,1,4,8,145.679624963618,0.346164813614622,no,washington,boston,washington,boston,washingtonboston,trett
bred,691.012428568426,677.25179994636,-0.355465807942731,-0.420465056120971,92.6853830529464,77.1853103705542,0.360444673732872,0.213147814121582,7,6,0,0,7,5,7,6,0,0,1,0.833333333333333,7,6,0,0,5,6,7,6,0,0,0.714285714285714,1,7,5,-13.760628622066,-0.06499924817824,no,narrow,wide,smal,bred,smalbred,edru
