target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,nl_cue,nl_target,nl_word_combo
gemeenschap,560.510333329006,605.41008331957,-0.524660923460357,-0.356703571307873,49.1240756634563,42.2677654818759,0.247839994718652,0.138820748403055,10,14,0,0,9,12,9,12,0,0,1,1,10,14,0,0,9,12,9,12,0,0,1,1,9,12,44.8997499905639,0.167957352152484,nl,society,community,samenleving,gemeenschap,samenlevinggemeenschap
genade,707.722739135453,723.52721054936,0.196713509342995,0.308516336208243,62.520687623965,44.2954013352857,0.229735631383596,0.164514199546077,23,21,0,0,23,19,23,20,0,0,1,0.95,23,21,0,0,20,18,23,20,0,0,0.869565217391304,0.9,23,19,15.8044714139062,0.111802826865247,nl,forgiveness,mercy,vergiffenis,genade,vergiffenisgenade
genereus,759.998562499179,906.480238093985,0.565622609526382,0.953802559823036,95.0812440163007,97.2620411821691,0.437799112324656,0.372014082072487,19,25,0,0,16,21,16,24,0,0,1,0.875,19,25,0,0,13,22,16,24,0,0,0.8125,0.916666666666667,16,21,146.481675594807,0.388179950296655,nl,compassionate,generous,medelijdend,genereus,medelijdendgenereus
genezen,506.050999998158,529.82600002013,-0.607941397143855,-0.530286565618126,40.7692567113085,37.8472935813934,0.124713086711295,0.119297181030741,8,19,0,2,8,17,8,18,0,1,1,0.944444444444444,8,19,0,2,8,18,8,18,0,1,1,1,8,17,23.7750000219721,0.077654831525729,nl,recover,heal,herstellen,genezen,herstellengenezen
gerechtigheid,742.815090886071,750.308272791486,0.277539976925195,0.631391336429968,92.8790600090262,89.1523290905124,0.211121590132564,0.388301694153104,12,11,0,0,11,11,11,11,0,0,1,1,12,11,0,0,11,10,11,11,0,0,1,0.909090909090909,11,11,7.49318190541521,0.353851359504773,nl,revenge,justice,wraak,gerechtigheid,wraakgerechtigheid
geschenk,597.61363635308,521.21671428827,-0.278680988553927,-0.491038301066589,56.6833080162598,53.1510973153109,0.254776281493721,0.257699526400358,11,7,0,0,11,7,11,7,0,0,1,1,11,7,0,0,10,7,11,7,0,0,0.909090909090909,1,11,7,-76.3969220648095,-0.212357312512661,nl,compliment,gift,compliment,geschenk,complimentgeschenk
gesloten,566.905000004277,515.995454541995,-0.407320820579345,-0.531066835886707,93.0001659453539,34.3851786381505,0.335992855486587,0.147177592021128,7,11,0,0,7,11,7,11,0,0,1,1,7,11,0,0,7,10,7,11,0,0,1,0.909090909090909,7,11,-50.9095454622822,-0.123746015307363,nl,locked,closed,afgesloten,gesloten,afgeslotengesloten
gesloten.1,464.595000005518,584.300333313455,-0.826915389910724,-0.12605872572093,38.7775483613357,41.550363559038,0.188518098393569,0.271905280044623,7,6,0,0,7,6,7,6,0,0,1,1,7,6,0,0,7,6,7,6,0,0,1,1,7,6,119.705333307937,0.700856664189795,nl,open,close,open,gesloten,opengesloten
getrouwd,628.069249994636,492.253899994753,-0.116303421030856,-0.558080397177278,83.7184858358477,17.9732078454312,0.284845106954479,0.0866244150278123,16,20,0,0,16,20,16,20,0,0,1,1,16,20,0,0,15,20,16,20,0,0,0.9375,1,16,20,-135.815349999883,-0.441776976146422,nl,single,married,alleenstaand,getrouwd,alleenstaandgetrouwd
getuigenis,533.078923073168,567.286571434462,-0.477811197917102,-0.351505953666148,21.8552586513357,33.0216468325304,0.134804647880962,0.103219004660675,13,22,0,2,13,21,13,21,0,1,1,1,13,22,0,2,13,21,13,21,0,1,1,1,13,21,34.2076483612944,0.126305244250954,nl,witness,testimony,getuige,getuigenis,getuigegetuigenis
geur,482.768360009338,748.000500023799,-0.629352352204539,-0.18371451705357,25.5153262356471,279.700500023811,0.100073168378816,0.585400990019654,26,2,1,0,25,2,26,2,1,0,0.961538461538462,1,26,2,1,0,24,2,26,2,1,0,0.923076923076923,1,25,2,265.232140014461,0.445637835150969,nl,taste,smell,smaak,geur,smaakgeur
gevaar,622.722333330865,507.869850003872,-0.206434913903686,-0.60918033154342,97.5590858813075,31.4992888257511,0.405789113706156,0.163257324060436,13,21,0,0,12,20,12,21,0,0,1,0.952380952380952,13,21,0,0,12,21,12,21,0,0,1,1,12,20,-114.852483326992,-0.402745417639733,nl,risk,danger,risico,gevaar,risicogevaar
gevaarlijk,487.314000004088,662.648384625283,-0.873244365040054,-0.083027120305606,19.7945045258967,56.6905481031498,0.0846067141353721,0.173441979996616,3,14,0,0,3,13,3,13,0,0,1,1,2,14,1,0,2,10,2,13,1,0,1,0.769230769230769,3,13,175.334384621195,0.790217244734448,nl,risky,dangerous,riskant,gevaarlijk,riskantgevaarlijk
gevangene,722.214214278888,782.422615395958,0.13202006947511,0.613529156497936,103.129370817934,91.8778061599953,0.283278081593398,0.407049693051913,14,15,0,0,14,13,14,14,0,0,1,0.928571428571429,14,15,0,0,11,12,14,14,0,0,0.785714285714286,0.857142857142857,14,13,60.2084011170695,0.481509087022826,nl,hostage,prisoner,gegijzelde,gevangene,gegijzeldegevangene
gevangenis,514.490812518912,514.965578926525,-0.497613800701595,-0.61724234827175,26.9968709710743,28.9022378173718,0.112009207161298,0.118422880567396,18,19,0,0,16,19,16,19,0,0,1,1,18,19,0,0,14,19,16,19,0,0,0.875,1,16,19,0.474766407612833,-0.119628547570155,nl,cell,prison,cel,gevangenis,celgevangenis
gevangenisstraf,655.635624977622,810.09559999762,0.0588052577888744,0.695219415382761,62.8997668916675,82.2188218358454,0.21283266269381,0.307331267036789,8,13,0,0,8,10,8,11,0,0,1,0.909090909090909,8,13,0,0,8,11,8,11,0,0,1,1,8,10,154.459975019999,0.636414157593887,nl,penalty,imprisonment,straf,gevangenisstraf,strafgevangenisstraf
geven,394.4985000447,580.33500000913,-0.95746536358305,-0.123487007766147,18.4474144916342,55.7586999216387,0.107659073007114,0.334543014750359,6,10,0,0,4,10,5,10,0,0,0.8,1,6,10,0,0,5,8,5,10,0,0,1,0.8,4,10,185.836499964431,0.833978355816903,nl,offer,give,aanbieden,geven,aanbiedengeven
gevoel,577.688333362479,693.06599999471,-0.283354141522794,-0.0614187544248812,51.1335767830516,194.225087785453,0.266697578204107,0.614775754119223,12,10,0,0,12,10,12,10,0,0,1,1,12,10,0,0,11,10,12,10,0,0,0.916666666666667,1,12,10,115.37766663223,0.221935387097912,nl,impression,feeling,indruk,gevoel,indrukgevoel
gevoelig,456.098833291592,497.533631595588,-0.752238455870457,-0.690727838949492,26.7102708767498,18.7682860495105,0.100400586869161,0.0701008082217664,12,21,0,0,12,19,12,20,0,0,1,0.95,12,21,0,0,12,17,12,20,0,0,1,0.85,12,19,41.434798303996,0.0615106169209656,nl,delicate,sensitive,delicaat,gevoelig,delicaatgevoelig
geweldig,575.138250006763,643.643874987474,-0.356752962298079,-0.271702413398465,71.5384774588209,55.3219883392458,0.290022521103747,0.172070985655439,23,17,0,0,20,16,21,16,0,0,0.952380952380952,1,23,17,0,0,19,16,21,16,0,0,0.904761904761905,1,20,16,68.5056249807111,0.0850505488996138,nl,excellent,great,excellent,geweldig,excellentgeweldig
geweldig.1,500.072428581226,459.358714323439,-0.605905358889457,-0.862758832326379,34.8273959477445,27.6758616352612,0.183578432948619,0.0828631982107519,8,16,1,0,7,14,8,14,1,0,0.875,1,8,16,1,0,8,14,8,14,1,0,1,1,7,14,-40.7137142577871,-0.256853473436922,nl,impressive,amazing,indrukwekkend,geweldig,indrukwekkendgeweldig
gezag,628.053272731504,536.827624961457,-0.0368250627302519,-0.258551185048625,51.116878757363,34.4474209859465,0.176057107968409,0.20203160577042,13,10,0,0,11,8,12,8,0,0,0.916666666666667,1,13,10,0,0,5,7,12,8,0,0,0.416666666666667,0.875,11,8,-91.2256477700471,-0.221726122318373,nl,jurisdiction,authority,jurisdictie,gezag,jurisdictiegezag
gisteren,507.080294126634,538.809882346643,-0.616204799959292,-0.462583766992116,25.8880711783582,18.4415935437969,0.109828687859872,0.0676376330176891,17,20,0,0,17,17,17,17,0,0,1,1,17,20,0,0,17,17,17,17,0,0,1,1,17,17,31.7295882200091,0.153621032967175,nl,today,yesterday,vandaag,gisteren,vandaaggisteren
gitaar,515.204222203892,637.347636368435,-0.534859865365379,-0.369009634845159,28.9969547244551,151.218798519145,0.142935565856645,0.350818594879278,19,11,1,0,18,11,18,11,1,0,1,1,19,11,1,0,17,11,18,11,1,0,0.944444444444444,1,18,11,122.143414164543,0.16585023052022,nl,piano,guitar,piano,gitaar,pianogitaar
globaal,562.931799994677,617.022333335188,-0.569598386335905,-0.0687019205768006,58.1092499461314,52.1045436918318,0.189793528855302,0.351468173592416,10,18,0,0,10,18,10,18,0,0,1,1,10,18,0,0,10,15,10,18,0,0,1,0.833333333333333,10,18,54.090533340511,0.500896465759104,nl,national,global,nationaal,globaal,nationaalglobaal
glorie,577.65293749822,579.040833324412,-0.245668784679024,-0.28208309592712,70.5505526216845,23.4945618583928,0.296414090455857,0.0959867284021173,18,24,0,0,16,24,16,24,0,0,1,1,18,24,0,0,15,22,16,24,0,0,0.9375,0.916666666666667,16,24,1.38789582619233,-0.0364143112480966,nl,glorious,glory,glorieus,glorie,glorieusglorie
goddelijk,584.191000063182,697.963249978754,-0.4190250631382,0.593509511450967,43.0304410334958,90.7402293298277,0.158502602660286,0.485981905327473,10,9,0,0,10,8,10,8,0,0,1,1,10,9,0,0,10,7,10,8,0,0,1,0.875,10,8,113.772249915573,1.01253457458917,nl,god,divine,god,goddelijk,godgoddelijk
goedkeuring,500.493100017373,486.439499990462,-0.641736686275775,-0.601722133016447,21.5480008997253,20.9600979017418,0.0861674810414211,0.0985425829536117,11,6,0,0,10,6,10,6,0,0,1,1,11,6,0,0,9,6,10,6,0,0,0.9,1,10,6,-14.0536000269115,0.040014553259328,nl,permission,approval,toestemming,goedkeuring,toestemminggoedkeuring
goedkoop,501.23949999599,589.437099998817,-0.599686034386786,-0.38361488785579,35.1932944483367,68.1420273916464,0.0938206407297607,0.227226821258486,7,12,0,1,6,10,6,10,0,1,1,1,6,12,1,1,5,10,5,10,1,1,1,1,6,10,88.1976000028274,0.216071146530996,nl,expensive,cheap,duur,goedkoop,duurgoedkoop
gorilla,523.779100058996,640.373833326691,-0.266534812485811,-0.0755461620098463,44.1045622457192,73.0835437121732,0.164565142364755,0.305903975192942,10,20,0,0,10,18,10,19,0,0,1,0.947368421052632,10,20,0,0,10,19,10,19,0,0,1,1,10,18,116.594733267695,0.190988650475964,nl,monkey,gorilla,aap,gorilla,aapgorilla
gram,580.823687503471,672.726642849913,-0.309843882054585,0.0316318054841737,38.449555532109,73.2291378304236,0.1525449967269,0.299777377229778,16,16,0,0,16,14,16,15,0,0,1,0.933333333333333,16,16,0,0,14,15,16,15,0,0,0.875,1,16,14,91.9029553464421,0.341475687538759,nl,kilo,gram,kilo,gram,kilogram
grap,542.34272726942,535.121038469523,-0.474938026071353,-0.515663516103191,33.0004265624462,24.9026093492321,0.11707851880926,0.0993295094289954,23,30,1,0,22,26,23,27,1,0,0.956521739130435,0.962962962962963,23,30,1,0,14,27,23,27,1,0,0.608695652173913,1,22,26,-7.22168879989761,-0.0407254900318383,nl,trick,joke,truc,grap,trucgrap
grappig,433.250333348902,528.764833328509,-0.838770552982184,-0.566762160139857,12.959039141981,56.5528531690516,0.0620761448898973,0.239211439953311,16,13,0,0,15,12,15,12,0,0,1,1,16,13,0,0,15,12,15,12,0,0,1,1,15,12,95.5144999796071,0.272008392842327,nl,witty,funny,geestig,grappig,geestiggrappig
gravin,620.380300030569,714.116142862464,0.0316264552958339,0.266275221284033,47.5150308115993,66.1415459582265,0.172502437520889,0.243718002761101,22,23,0,0,20,14,21,21,0,0,0.952380952380952,0.666666666666667,22,23,0,0,19,20,21,21,0,0,0.904761904761905,0.952380952380952,20,14,93.7358428318953,0.234648765988199,nl,baron,countess,baron,gravin,barongravin
grieks,504.045800030377,551.887611130521,-0.515227857882231,-0.275900816377852,16.6942241848388,34.960889605555,0.132851431858304,0.16172564722707,21,20,0,0,20,18,20,19,0,0,1,0.947368421052632,21,20,0,0,16,19,20,19,0,0,0.8,1,20,18,47.8418111001437,0.239327041504379,nl,roman,greek,romeins,grieks,romeinsgrieks
griezelig,498.560099997901,569.358133350631,-0.75690022613781,-0.227911831858973,38.6483266149293,17.2191964214314,0.063188713787602,0.0919244921189226,11,17,0,0,10,15,11,17,0,0,0.909090909090909,0.88235294117647,11,17,0,0,11,1,11,17,0,0,1,0.0588235294117647,10,15,70.7980333527298,0.528988394278837,nl,scary,creepy,eng,griezelig,enggriezelig
groep,484.192076922614,640.629777773154,-0.705230127852286,-0.246121372854401,49.1415931479841,106.679034810768,0.119753027691841,0.307333833802043,14,9,1,0,13,9,14,9,1,0,0.928571428571429,1,14,9,1,0,11,9,14,9,1,0,0.785714285714286,1,13,9,156.43770085054,0.459108754997885,nl,gang,group,bende,groep,bendegroep
grondwet,678.416166660235,529.225733339267,-0.0672702794016022,-0.55731891228251,53.7914697816088,31.4759765047849,0.193352604042753,0.133795484113661,19,16,0,0,18,15,19,15,0,0,0.947368421052632,1,19,16,0,0,18,15,19,15,0,0,0.947368421052632,1,18,15,-149.190433320969,-0.490048632880908,nl,law,constitution,wet,grondwet,wetgrondwet
grootmoeder,486.536333403773,545.253909108692,-0.713517987915831,-0.301661310999652,23.5880573675554,44.555441254253,0.14771230535426,0.282837882336187,8,23,0,0,6,22,6,22,0,0,1,1,8,22,0,1,5,21,6,21,0,1,0.833333333333333,1,6,22,58.7175757049189,0.411856676916179,nl,grandfather,grandmother,grootvader,grootmoeder,grootvadergrootmoeder
hagedis,660.640000048426,757.217461546265,0.237304634831458,0.51161155177804,35.2343546313819,48.7263631848027,0.172347342347308,0.263999224015297,8,14,0,0,7,13,7,13,0,0,1,1,8,14,0,0,7,10,7,13,0,0,1,0.769230769230769,7,13,96.5774614978391,0.274306916946581,nl,frog,lizard,kikker,hagedis,kikkerhagedis
hallucinatie,721.019124989194,774.065888872822,0.188115447721308,0.169401852203191,160.661580610484,131.023269856197,0.46044768377562,0.311335768270023,10,20,0,0,8,18,8,20,0,0,1,0.9,10,20,0,0,8,18,8,20,0,0,1,0.9,8,18,53.046763883628,-0.0187135955181173,nl,illusion,hallucination,illusie,hallucinatie,illusiehallucinatie
halsketting,713.336181834261,734.573136376833,0.489653848059645,0.369113869897022,52.1256393828675,34.0520514098802,0.310471977732802,0.15174245200519,14,23,0,0,11,22,12,23,0,0,0.916666666666667,0.956521739130435,14,22,0,1,11,21,12,22,0,1,0.916666666666667,0.954545454545455,11,22,21.236954542572,-0.120539978162623,nl,ring,necklace,ring,halsketting,ringhalsketting
hamburger,506.540363615979,522.131450004083,-0.689834570647652,-0.572670631091477,38.9402745696751,24.3883820783439,0.0757054511834188,0.10926123114021,11,20,0,0,11,20,11,20,0,0,1,1,11,20,0,0,11,20,11,20,0,0,1,1,11,20,15.5910863881033,0.117163939556174,nl,sandwich,hamburger,broodje,hamburger,broodjehamburger
hamer,548.824999993667,473.11487500747,-0.393605595373794,-0.717149137588972,43.8572280292161,39.1939613858966,0.207205952427239,0.181241818900293,8,10,0,0,8,8,8,9,0,0,1,0.888888888888889,8,10,0,0,8,8,8,9,0,0,1,0.888888888888889,8,8,-75.710124986197,-0.323543542215179,nl,stick,hammer,stok,hamer,stokhamer
handdoek,639.163476175013,552.58133334202,-0.110968589920325,-0.40385766038532,73.2897358295972,27.6017706769102,0.245793424299732,0.112604922735619,21,24,0,0,21,24,21,24,0,0,1,1,21,24,0,0,20,21,21,24,0,0,0.952380952380952,0.875,21,24,-86.5821428329928,-0.292889070464995,nl,blanket,towel,deken,handdoek,dekenhanddoek
handelaar,539.903000022786,685.381124993622,-0.474184113977972,0.119447915760979,28.3432201600527,88.6581272863303,0.135250351172913,0.334497038953451,22,17,0,1,19,16,19,16,0,1,1,1,22,17,0,1,19,14,19,16,0,1,1,0.875,19,16,145.478124970836,0.593632029738951,nl,commercial,merchant,reclame,handelaar,reclamehandelaar
handelen,512.68666667022,503.123090879923,-0.458136319577239,-0.590502164049491,49.46993183072,26.0275454841867,0.21990499761843,0.113619503781072,16,12,1,0,15,11,15,11,1,0,1,1,16,12,1,0,14,9,15,11,1,0,0.933333333333333,0.818181818181818,15,11,-9.56357579029674,-0.132365844472252,nl,gesture,act,gebaar,handelen,gebaarhandelen
handtekening,581.414318168247,602.432083335496,-0.209413179528255,-0.235353014546828,26.1429546986347,41.2867602987386,0.0981474516828571,0.126472915628335,22,12,0,0,22,12,22,12,0,0,1,1,22,12,0,0,22,12,22,12,0,0,1,1,22,12,21.0177651672498,-0.0259398350185732,nl,stamp,signature,stempel,handtekening,stempelhandtekening
harmonie,588.226666677698,480.82674996421,-0.255182816476643,-0.622983729917838,38.4402221268049,46.1289886050555,0.121192202778169,0.132652895533345,10,4,1,0,9,4,9,4,1,0,1,1,11,4,0,0,10,3,10,4,0,0,1,0.75,9,4,-107.399916713488,-0.367800913441195,nl,balance,harmony,balans,harmonie,balansharmonie
haven,474.312083321068,601.177571427901,-0.604371862623638,-0.178966220474874,19.1938615461737,64.4692093880802,0.0819377345378558,0.335728444803736,13,14,0,0,12,14,13,14,0,0,0.923076923076923,1,13,14,0,0,8,13,13,14,0,0,0.615384615384615,0.928571428571429,12,14,126.865488106832,0.425405642148764,nl,bay,harbor,baai,haven,baaihaven
heel,502.271666677937,517.14724242011,-0.647237147373065,-0.626166171518195,34.6432794481466,20.7225213238079,0.12170197013661,0.0766544354143252,9,34,0,0,9,33,9,33,0,0,1,1,9,33,0,1,9,30,9,32,0,1,1,0.9375,9,33,14.8755757421724,0.0210709758548694,nl,extremely,very,extreem,heel,extreemheel
heelal,584.334285706768,629.658599989867,-0.430731633565516,0.068616485542527,23.3685197601099,90.389642255283,0.0822762062801896,0.438626486102121,16,13,0,0,14,10,15,11,0,0,0.933333333333333,0.909090909090909,16,13,0,0,13,11,15,11,0,0,0.866666666666667,1,14,10,45.3243142830991,0.499348119108043,nl,universe,galaxy,universum,heelal,universumheelal
heks,485.132666672382,564.831529430689,-0.709830635553583,-0.339682300640343,18.6790451678254,44.8682225263654,0.0902807343665906,0.196339530311543,23,18,0,1,21,17,21,17,0,1,1,1,23,18,0,1,21,14,21,17,0,1,1,0.823529411764706,21,17,79.6988627583072,0.37014833491324,nl,curse,witch,vloek,heks,vloekheks
hel,524.861999953806,632.461583336326,-0.44059382396537,-0.0764029227079532,10.335999950825,50.1658087852633,0.129812081348863,0.208906158441527,3,12,0,0,2,12,2,12,0,0,1,1,3,12,0,0,2,11,2,12,0,0,1,0.916666666666667,2,12,107.59958338252,0.364190901257417,nl,paradise,hell,paradijs,hel,paradijshel
helder,818.104666753905,517.38999999619,0.516882170839803,-0.562384111227025,122.473349137398,32.1871019284809,0.462045019173251,0.0738498708993945,4,16,0,0,3,16,3,16,0,0,1,1,4,16,0,0,3,15,3,16,0,0,1,0.9375,3,16,-300.714666757715,-1.07926628206683,nl,shine,bright,schijnen,helder,schijnenhelder
helikopter,525.039076922909,593.691750074606,-0.579124049891254,-0.31855113171295,34.3884288349318,60.0877488018327,0.11896614124577,0.120147539866233,15,9,0,0,13,8,14,9,0,0,0.928571428571429,0.888888888888889,15,9,0,0,14,9,14,9,0,0,1,1,13,8,68.6526731516966,0.260572918178304,nl,ambulance,helicopter,ambulance,helikopter,ambulancehelikopter
hemels,550.915133341891,487.37850003967,-0.402715966870096,-0.55069271658367,48.3841599178068,48.1044810750712,0.208764549328146,0.223035968473299,15,7,1,0,15,6,15,7,1,0,1,0.857142857142857,15,7,1,0,15,6,15,7,1,0,1,0.857142857142857,15,6,-63.5366333022213,-0.147976749713575,nl,sky,heavenly,hemel,hemels,hemelhemels
herfst,457.677454527041,551.329476192241,-0.992941084563466,-0.529280320155964,39.8486660358622,29.1247419967198,0.0921657863487195,0.0811849743262422,11,23,0,0,11,21,11,21,0,0,1,1,11,23,0,0,10,21,11,21,0,0,0.909090909090909,1,11,21,93.6520216651995,0.463660764407502,nl,spring,autumn,lente,herfst,lenteherfst
heroïne,542.636666700102,622.790999972432,-0.235243333034951,0.0588261873417361,25.1771329124688,44.1102413054088,0.163866878587193,0.26985892712905,9,9,0,0,9,8,9,8,0,0,1,1,9,9,0,0,8,8,9,8,0,0,0.888888888888889,1,9,8,80.1543332723306,0.294069520376687,nl,cocaine,heroin,cocaïne,heroïne,cocaïneheroïne
hiv,666.658833330584,949.476333361186,-0.0947842668817851,1.40432552113567,79.4651065553768,149.351324702608,0.223658214240226,0.710415827707454,13,9,0,0,12,6,13,7,0,0,0.923076923076923,0.857142857142857,13,9,0,0,9,7,13,7,0,0,0.692307692307692,1,12,6,282.817500030602,1.49910978801746,nl,aids,hiv,aids,hiv,aidshiv
hoed,521.769999959025,522.082588225093,-0.392550255049506,-0.57765941580983,96.8283713645367,26.488593051107,0.60678823554898,0.110969810001945,9,18,0,0,8,17,8,17,0,0,1,1,9,18,0,0,7,17,8,17,0,0,0.875,1,8,17,0.312588266067792,-0.185109160760324,nl,helmet,hat,helm,hoed,helmhoed
hoeveelheid,636.119437569473,513.60594446562,-0.122010289050256,-0.429507652044352,48.8868080029565,26.6458317195756,0.154987710074238,0.0978741337602027,16,20,1,0,16,18,16,19,1,0,1,0.947368421052632,17,20,0,0,17,15,17,19,0,0,1,0.789473684210526,16,18,-122.513493103852,-0.307497362994096,nl,sum,amount,som,hoeveelheid,somhoeveelheid
homo,543.715666707676,570.70400000111,-0.222980761072821,-0.267660731723152,41.6047287249133,65.5100067132793,0.216167459174579,0.193768644199244,9,14,0,0,9,13,9,13,0,0,1,1,9,14,0,0,6,13,9,13,0,0,0.666666666666667,1,9,13,26.9883332934332,-0.0446799706503302,nl,lesbian,gay,lesbienne,homo,lesbiennehomo
honderd,470.530866672118,558.931875062728,-0.817114485028248,-0.445848593544967,19.5577497478031,42.3218590391545,0.0817146865356284,0.12524925730076,15,9,0,0,15,8,15,8,0,0,1,1,15,9,0,0,15,8,15,8,0,0,1,1,15,8,88.4010083906098,0.371265891483281,nl,thousand,hundred,duizend,honderd,duizendhonderd
hongerig,547.516952368456,553.188210519744,-0.506822718610881,-0.367162661273696,38.4144090610407,19.8867947278662,0.158773555909587,0.0844255382096447,22,21,0,0,21,19,21,19,0,0,1,1,22,21,0,0,20,19,21,19,0,0,0.952380952380952,1,21,19,5.67125815128782,0.139660057337185,nl,tired,hungry,moe,hongerig,moehongerig
honkbal,603.734235310145,612.853071431143,-0.109631591004686,-0.310339478644377,56.2297501530842,84.5941416114804,0.263183520296306,0.314595434894107,18,16,1,0,17,14,18,15,0,0,0.944444444444444,0.933333333333333,19,16,0,0,17,15,18,15,0,0,0.944444444444444,1,17,14,9.11883612099825,-0.200707887639692,nl,stadium,baseball,stadion,honkbal,stadionhonkbal
hoofdkwartier,620.476133338134,597.752400008756,-0.133458840369333,-0.240971009134932,36.4143188077685,36.0355944805251,0.126428601954164,0.147792046125702,32,15,0,0,30,15,31,15,0,0,0.967741935483871,1,31,15,1,0,30,15,30,15,1,0,1,1,30,15,-22.723733329378,-0.107512168765599,nl,base,headquarters,basis,hoofdkwartier,basishoofdkwartier
hoog,430.524428602508,444.745666633379,-1.10187849923746,-0.628973336097924,30.1813369855208,66.2571185150255,0.14836707463013,0.473917738590768,7,3,0,0,7,3,7,3,0,0,1,1,7,3,0,0,7,3,7,3,0,0,1,1,7,3,14.2212380308717,0.472905163139535,nl,low,high,laag,hoog,laaghoog
hoogheid,567.79360000855,551.366818191851,-0.28696833267029,-0.403759054270895,35.3443496987034,44.6933259159618,0.134980757178958,0.15591758637114,20,11,0,0,20,11,20,11,0,0,1,1,20,11,0,0,17,11,20,11,0,0,0.85,1,20,11,-16.4267818166981,-0.116790721600605,nl,majesty,highness,majesteit,hoogheid,majesteithoogheid
hoogte,583.89824999444,535.690150003768,-0.128310250573479,-0.436179071040419,102.01003517536,29.0428967817055,0.383880502907484,0.153999222047998,8,22,2,0,8,20,8,22,2,0,1,0.909090909090909,8,22,2,0,8,19,8,22,2,0,1,0.863636363636364,8,20,-48.2080999906718,-0.30786882046694,nl,weight,height,gewicht,hoogte,gewichthoogte
horen,592.436722215941,542.621545472516,-0.355524655990127,-0.387547325004988,59.3680102274086,27.7458479917982,0.170412679930585,0.146114351970706,18,11,0,0,18,11,18,11,0,0,1,1,18,11,0,0,18,9,18,11,0,0,1,0.818181818181818,18,11,-49.815176743425,-0.0320226690148604,nl,listen,hear,luister,horen,luisterhoren
horloge,514.276749983743,500.929333343205,-0.347142929008409,-0.656583774746529,44.5719610445672,20.5090621239022,0.139700709324962,0.0503855373456017,5,21,0,0,4,21,4,21,0,0,1,1,5,19,0,2,4,19,4,19,0,2,1,1,4,21,-13.3474166405375,-0.30944084573812,nl,look,watch,kijk,horloge,kijkhorloge
houding,529.833705889891,499.738444427225,-0.427410294391806,-0.463917172778569,49.6537881537102,27.756111445979,0.180956374893208,0.112391794878432,19,11,0,1,17,9,17,9,0,1,1,1,19,11,0,1,16,9,17,9,0,1,0.941176470588235,1,17,9,-30.0952614626659,-0.0365068783867628,nl,opinion,attitude,mening,houding,meninghouding
huishoudhulp,645.402375070041,803.351999988079,-0.0667655196840768,0.39955541179393,103.938004449601,264.814000035751,0.278042861515754,0.578292974763355,9,3,1,0,8,2,8,2,0,0,1,1,9,3,1,0,5,2,8,2,0,0,0.625,1,8,2,157.949624918038,0.466320931478007,nl,nanny,maid,oppas,huishoudhulp,oppashuishoudhulp
huur,402.93670004094,541.865999990591,-1.0088338406873,-0.481015217360894,19.357060692488,37.572926737777,0.0779532782976374,0.14710292735778,11,12,0,0,10,12,11,12,0,0,0.909090909090909,1,11,12,0,0,10,12,11,12,0,0,0.909090909090909,1,10,12,138.929299949651,0.527818623326403,nl,hire,rent,huren,huur,hurenhuur
huwelijk,531.157615391168,474.084500020115,-0.456399460102022,-0.756229319558418,31.2015615046493,32.5836774699796,0.159009350972906,0.143489080556887,15,8,0,0,13,8,14,8,0,0,0.928571428571429,1,15,8,0,0,13,8,14,8,0,0,0.928571428571429,1,13,8,-57.073115371053,-0.299829859456397,nl,divorce,marriage,scheiding,huwelijk,scheidinghuwelijk
idioot,521.277933328781,562.455812498134,-0.505303646574817,-0.427768516041038,32.4044052305094,42.2966631629048,0.156440235117004,0.156897540128917,17,17,0,0,15,16,16,16,0,0,0.9375,1,17,17,0,0,14,12,16,16,0,0,0.875,0.75,15,16,41.1778791693531,0.0775351305337792,nl,fool,idiot,gek,idioot,gekidioot
iets,497.765230771226,499.260076972772,-0.608019502509283,-0.59084762528697,28.9652145976101,35.6782603917073,0.143660048471464,0.142959720953536,14,16,1,0,13,13,13,14,0,0,1,0.928571428571429,14,16,1,0,12,11,13,14,0,0,0.923076923076923,0.785714285714286,13,13,1.49484620154658,0.0171718772223124,nl,nothing,something,niets,iets,nietsiets
