target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,zh_hk_cue,zh_hk_target,zh_hk_word_combo
一口,504.669333333266,690.550666718479,-0.57855021546098,-0.194151659148804,33.443232404181,61.2000013894943,0.164418303256817,0.148320340667717,12,20,0,0,6,15,8,16,0,0,0.75,0.9375,12,20,0,0,6,14,8,16,0,0,0.75,0.875,6,15,185.881333385214,0.384398556312176,zh_hk,drop,sip,幾滴,一口,幾滴一口
一百,501.088909084754,658.816769228935,-0.715700416356392,-0.00417816535447574,23.5853870680398,61.5799897203464,0.0758555715834557,0.312138806793356,23,16,0,1,22,13,22,15,0,0,1,0.866666666666667,23,16,0,1,21,14,22,15,0,0,0.954545454545455,0.933333333333333,22,13,157.727860144181,0.711522251001917,zh_hk,thousand,hundred,一千,一百,一千一百
一般,458.71419999763,576.165374998576,-0.949909435474506,-0.563275044602537,24.6782869447228,51.3042152029321,0.092195866526769,0.145089844532855,11,18,1,0,10,16,10,16,0,0,1,1,12,18,0,0,10,10,10,16,0,0,1,0.625,10,16,117.451175000946,0.386634390871968,zh_hk,naturally,generally,通常,一般,通常一般
七月,480.834077040564,548.041444450156,-0.791779288784081,-0.52111359286562,33.1917057136017,46.4455532077115,0.0941469180412619,0.165421582605415,15,12,1,0,13,10,13,10,0,0,1,1,15,12,1,0,13,9,13,10,0,0,1,0.9,13,9,67.2073674095921,0.270665695918461,zh_hk,june,july,六月,七月,六月七月
三個,727.764000050157,747.369000004405,0.24021998264149,0.0259550285160152,119.051464637946,122.535134768744,0.718218376205105,0.280783910077338,11,21,1,1,9,18,9,18,0,0,1,1,11,21,1,1,8,18,9,18,0,0,0.888888888888889,1,9,18,19.6049999542479,-0.214264954125475,zh_hk,one,three,一條,三個,一條三個
三倍,459.957333532203,670.678600013495,-0.848659077179614,-0.220965591696704,28.6274979570987,68.1080832889064,0.10758830078927,0.146808862776206,8,11,0,0,6,10,6,10,0,0,1,1,8,11,0,0,6,9,6,10,0,0,1,0.9,6,10,210.721266481291,0.627693485482911,zh_hk,double,triple,雙倍,三倍,雙倍三倍
三角,726.815849995671,588.969333332433,0.226784084644729,-0.400880673928441,97.6693921528233,34.3125699769172,0.446226257963786,0.0713191427465765,23,14,1,3,20,9,20,10,0,1,1,0.9,23,16,1,1,20,11,20,11,0,0,1,1,20,9,-137.846516663238,-0.62766475857317,zh_hk,circle,triangle,圓形,三角,圓形三角
上校,568.823833345205,760.291666668649,-0.638797013199975,-0.0296518787889399,42.2471937761406,77.4965788558226,0.113703924446518,0.244214370747464,16,13,0,0,13,9,15,10,0,0,0.866666666666667,0.9,16,13,0,0,15,9,15,10,0,0,1,0.9,12,9,191.467833323444,0.609145134411035,zh_hk,general,colonel,將軍,上校,將軍上校
上臂,624.464000011084,726.703857149721,-0.124808292045202,0.368664639787099,28.5650024968098,130.33396835931,0.119602390476567,0.559819679758471,22,11,4,0,20,7,21,8,2,0,0.952380952380952,0.875,23,11,3,0,20,8,22,8,1,0,0.909090909090909,1,20,7,102.239857138637,0.493472931832301,zh_hk,hand,arm,手掌,上臂,手掌上臂
上面,525.188153841425,653.024833328901,-0.68366461062834,-0.344920810013398,45.1773426666891,103.773357611104,0.0890401227102332,0.290876455986382,15,16,0,0,13,12,13,13,0,0,1,0.923076923076923,15,16,0,0,11,9,13,13,0,0,0.846153846153846,0.692307692307692,13,12,127.836679487475,0.338743800614942,zh_hk,lower,upper,下方,上面,下方上面
不公平,665.312466661007,629.010181821978,-0.394625182671152,-0.253268103819252,115.737522004774,52.8078150872215,0.325514087719189,0.164499969275424,18,13,1,0,15,11,15,11,0,0,1,1,18,13,1,0,14,11,15,11,0,0,0.933333333333333,1,15,11,-36.3022848390287,0.1413570788519,zh_hk,injustice,unfair,不公義,不公平,不公義不公平
不同,537.052624996561,557.602923106026,-0.565092574448277,-0.461041851870833,38.5020453588842,50.8431884037655,0.115824383456305,0.148929082465139,20,17,0,0,16,13,16,13,0,0,1,1,20,17,0,0,15,13,16,13,0,0,0.9375,1,16,13,20.5502981094654,0.104050722577444,zh_hk,similar,different,相似,不同,相似不同
不在場證據,767.434266673962,724.59524999233,0.255782651801209,-0.00469108634591778,46.7584993153786,79.8878614382984,0.12876245824557,0.216924438633921,16,13,0,0,15,8,15,8,0,0,1,1,16,13,0,0,14,8,15,8,0,0,0.933333333333333,1,15,8,-42.8390166816322,-0.260473738147127,zh_hk,motive,alibi,動機,不在場證據,動機不在場證據
不斷,590.446666664494,572.588071426673,-0.443071585158637,-0.410566557452879,45.6238182861258,54.7644153398279,0.125826898355496,0.194804278966048,26,18,0,1,21,14,21,14,0,0,1,1,26,18,0,1,20,14,21,14,0,0,0.952380952380952,1,21,14,-17.8585952378207,0.0325050277057589,zh_hk,always,constantly,總是,不斷,總是不斷
不適,764.089666648816,637.059555557525,0.303189531032766,-0.204858795307996,114.47945253879,57.2247329012016,0.35152942179916,0.173765960811495,14,24,0,1,12,18,12,18,0,0,1,1,14,23,0,2,8,17,12,18,0,0,0.666666666666667,0.944444444444444,12,18,-127.030111091291,-0.508048326340762,zh_hk,uncomfortable,unpleasant,唔舒服,不適,唔舒服不適
不適.1,650.360333333849,875.155636360257,-0.241181157780922,0.427683629060391,69.017309374399,107.272228234255,0.21819856452309,0.405117967263039,14,13,2,0,12,11,12,12,1,0,1,0.916666666666667,15,13,1,0,12,12,13,12,0,0,0.923076923076923,1,12,11,224.795303026407,0.668864786841313,zh_hk,ill,sick,生病,不適,生病不適
世界,490.114333354559,546.913842109366,-0.766944722644214,-0.570374560878122,21.9778369757652,73.0713758800616,0.0866060758338942,0.277183659402535,13,23,0,1,12,19,12,19,0,0,1,1,13,23,0,1,12,18,12,19,0,0,1,0.947368421052632,12,19,56.799508754807,0.196570161766091,zh_hk,international,world,國際,世界,國際世界
中午,589.516500008287,711.339374990006,-0.649130025863945,0.062862227163064,72.1791923273944,151.422201226854,0.109235978339401,0.520664661358043,10,11,0,0,10,8,10,8,0,0,1,1,10,11,0,0,10,8,10,8,0,0,1,1,10,8,121.822874981719,0.711992253027009,zh_hk,midnight,noon,半夜,中午,半夜中午
中尉,897.866666662956,736.909545454914,0.697137021617457,0.298331100587027,116.898503495382,90.1433196902533,0.267968466634323,0.34310636057267,25,14,1,0,18,11,21,13,0,0,0.857142857142857,0.846153846153846,26,14,0,0,7,12,21,13,0,0,0.333333333333333,0.923076923076923,18,11,-160.957121208043,-0.39880592103043,zh_hk,sergeant,lieutenant,沙展,中尉,沙展中尉
主語,541.759444452442,652.281538462452,-0.521199212330531,-0.277359414695876,33.9500294581711,36.0920027737798,0.170719044829381,0.0909956343888355,10,15,0,0,9,13,9,13,0,0,1,1,10,15,0,0,7,13,9,13,0,0,0.777777777777778,1,9,13,110.52209401001,0.243839797634656,zh_hk,object,subject,賓語,主語,賓語主語
乾脆,556.023166667641,615.584058825615,-0.6093929606078,-0.395193260289134,28.361664398401,40.3886826043814,0.0696594983481915,0.118772535518434,10,23,0,0,6,17,7,18,0,0,0.857142857142857,0.944444444444444,10,23,0,0,7,18,7,18,0,0,1,1,6,17,59.5608921579739,0.214199700318666,zh_hk,direct,directly,直接,乾脆,直接乾脆
事件,529.959187501689,660.611529409499,-0.662358785350874,-0.434696542993549,24.9451296606834,82.0287505042567,0.077886288028749,0.187638358803267,17,20,2,1,16,17,16,18,0,0,1,0.944444444444444,17,19,2,2,16,14,16,17,0,1,1,0.823529411764706,16,17,130.65234190781,0.227662242357325,zh_hk,phenomenon,event,現象,事件,現象事件
人工,597.078545459266,457.487799997651,-0.167152175840596,-0.710861066466083,62.9430964713208,25.8187459156679,0.342077207243331,0.136875455438306,15,8,1,0,11,5,11,5,0,0,1,1,15,8,1,0,10,5,11,5,0,0,0.909090909090909,1,11,5,-139.590745461615,-0.543708890625487,zh_hk,natural,artificial,天然,人工,天然人工
人工.1,604.631124987092,599.265153965445,-0.219272210598935,-0.378476835563293,102.014631252258,53.7844606390097,0.394776152943929,0.215215245783558,10,18,0,0,8,13,8,13,0,0,1,1,10,18,0,0,7,12,8,13,0,0,0.875,0.923076923076923,8,13,-5.36597102164706,-0.159204624964358,zh_hk,pension,salary,退休金,人工,退休金人工
人類,473.484833336367,754.665100000121,-0.741988906287487,0.195470577655251,50.5824184128024,107.675099232995,0.167027869008342,0.395569172382256,12,12,0,1,6,10,6,10,0,0,1,1,12,12,0,1,6,5,6,10,0,0,1,0.5,6,10,281.180266663754,0.937459483942738,zh_hk,man,human,男人,人類,男人人類
仍然,566.53461538727,584.141500005528,-0.562381728837011,-0.454275100415198,54.8042460145768,43.243480412462,0.165035906741814,0.136205886512599,13,11,0,1,13,8,13,8,0,0,1,1,13,11,0,1,13,8,13,8,0,0,1,1,13,8,17.606884618257,0.108106628421813,zh_hk,already,still,已經,仍然,已經仍然
代替,549.030200000887,631.939200002165,-0.751047537582308,-0.191425016745947,54.9924537544537,64.086782715527,0.14555234471527,0.279916044468206,8,11,1,0,5,10,6,10,0,0,0.833333333333333,1,9,11,0,0,6,10,6,10,0,0,1,1,5,10,82.9090000012777,0.559622520836362,zh_hk,replace,substitute,更換,代替,更換代替
企業,538.311812507429,526.769428575678,-0.631260145477629,-0.490736611617203,33.4728875039368,53.9751843991334,0.113741471131637,0.206165364146441,20,9,1,0,16,7,16,8,0,0,1,0.875,20,9,1,0,16,6,16,8,0,0,1,0.75,16,7,-11.5423839317513,0.140523533860426,zh_hk,company,corporation,公司,企業,公司企業
企業家,525.566499999273,574.159199996656,-0.534521027609454,-0.451351650342107,42.4612084955213,64.7388144915697,0.143064409005215,0.157568848502574,9,12,0,3,4,10,4,10,0,1,1,1,9,12,0,3,4,10,4,10,0,1,1,1,4,10,48.5926999973829,0.0831693772673478,zh_hk,millionaire,entrepreneur,百萬富翁,企業家,百萬富翁企業家
伏特加,538.802857134732,654.705500017961,-0.529748637638389,0.127596669491502,36.6795819626914,55.3853891732897,0.0917097666549367,0.312096622830692,8,12,3,1,7,8,7,11,0,0,1,0.727272727272727,9,13,2,0,6,10,7,11,0,0,0.857142857142857,0.909090909090909,7,8,115.902642883228,0.657345307129891,zh_hk,whiskey,vodka,威士忌,伏特加,威士忌伏特加
位置,695.671133333239,912.801625002205,-0.181099514019136,0.314070723815444,140.753487524791,198.057152920433,0.420924027275507,0.410621693780985,17,11,2,0,15,8,15,8,0,0,1,1,17,11,2,0,15,8,15,8,0,0,1,1,15,8,217.130491668966,0.49517023783458,zh_hk,place,location,地方,位置,地方位置
位置.1,621.224461535226,583.643266694717,-0.343132540450164,-0.403940357673831,54.0744422353272,64.7308686598073,0.198951494924258,0.236976474470674,17,18,1,0,13,15,13,15,0,0,1,1,17,18,1,0,12,15,13,15,0,0,0.923076923076923,1,13,15,-37.5811948405084,-0.0608078172236677,zh_hk,status,position,狀態,位置,狀態位置
作嘔,759.138750013386,782.601333344928,0.135371547022392,0.174504250148606,34.8668388707256,143.290095061183,0.159039568926544,0.295108657598505,12,13,1,0,8,12,10,12,0,0,0.8,1,12,13,1,0,5,11,10,12,0,0,0.5,0.916666666666667,8,12,23.4625833315419,0.0391327031262143,zh_hk,diarrhea,nausea,吐痾,作嘔,吐痾作嘔
作家,542.814666664655,550.780285718805,-0.627952451834348,-0.427249533061133,64.9534271827313,34.7530260697818,0.201702228328291,0.187582509972896,11,16,0,1,9,14,9,14,0,0,1,1,11,16,0,1,9,14,9,14,0,0,1,1,9,14,7.96561905415035,0.200702918773215,zh_hk,poet,writer,詩人,作家,詩人作家
作用,594.739428575492,555.04221428468,-0.401442632855051,-0.429832729073698,82.2879346129632,45.1580026144601,0.232360539192431,0.135743772098992,17,14,0,1,14,14,14,14,0,0,1,1,17,14,0,1,13,14,14,14,0,0,0.928571428571429,1,14,14,-39.6972142908118,-0.0283900962186469,zh_hk,influence,effect,影響,作用,影響作用
使命,575.712599997551,503.904307720677,-0.431194137459929,-0.668455910806612,27.7863740821364,27.0299509987156,0.0945201314869245,0.108991819295982,28,15,1,2,25,13,25,13,1,0,1,1,28,15,1,2,26,11,26,13,0,0,1,0.846153846153846,25,13,-71.8082922768739,-0.237261773346683,zh_hk,task,mission,任務,使命,任務使命
使用,622.502181817016,611.816611154422,-0.420458410989134,-0.326128453350058,65.6489540719629,79.1223109024344,0.156965695671796,0.290810497012933,13,20,0,0,11,18,11,18,0,0,1,1,13,20,0,0,11,18,11,18,0,0,1,1,11,18,-10.6855706625932,0.0943299576390755,zh_hk,apply,use,實踐,使用,實踐使用
來臨,651.400545477846,712.866272731652,-0.140177851398294,-0.0139393604891215,82.8031685021765,57.684183986762,0.305512050942204,0.186872926130205,14,13,1,0,11,11,11,12,0,0,1,0.916666666666667,14,13,1,0,10,12,11,12,0,0,0.909090909090909,1,11,11,61.4657272538063,0.126238490909172,zh_hk,arrive,come,到達,來臨,到達來臨
侍應,858.069272726334,683.324000003071,0.21312429582211,-0.457109045237186,239.17378356684,82.7098033193377,0.604911075173715,0.185091062000576,15,9,1,0,11,8,12,8,0,0,0.916666666666667,1,15,9,1,0,12,8,12,8,0,0,1,1,11,8,-174.745272723263,-0.670233341059297,zh_hk,waiter,waitress,收銀員,侍應,收銀員侍應
係嘅,708.54781817946,618.518249995526,0.0438865611529622,0.225246966157729,92.1973700954744,39.7423231745943,0.356974403509771,0.26619165412761,18,14,0,0,11,4,16,8,0,0,0.6875,0.5,18,14,0,0,12,6,16,8,0,0,0.75,0.75,11,4,-90.0295681839333,0.181360405004767,zh_hk,okay,yeah,好吖,係嘅,好吖係嘅
保存,473.961363638333,438.489874985105,-0.655150923032345,-1.02927049500498,39.6035417736754,51.1886087960971,0.182910501746443,0.189228466910808,12,12,0,1,11,8,11,8,0,0,1,1,12,11,0,2,11,7,11,8,0,0,1,0.875,11,8,-35.4714886532276,-0.374119571972637,zh_hk,hold,keep,持有,保存,持有保存
保衛,546.333285714275,432.087499999637,-0.270899879099828,-0.879115295288776,53.2428049852598,42.1453143076752,0.236875337467829,0.164231114929283,9,8,1,1,7,4,7,4,0,0,1,1,9,8,1,1,7,4,7,4,0,0,1,1,7,4,-114.245785714638,-0.608215416188947,zh_hk,protect,defend,保護,保衛,保護保衛
信件,521.610363651605,524.97814286353,-0.674677469446845,-0.643353112165275,51.2154764709936,24.6305077660994,0.151121907208135,0.0936594738790664,15,15,0,1,11,14,11,14,0,0,1,1,15,15,0,1,9,14,11,14,0,0,0.818181818181818,1,11,14,3.36777921192493,0.0313243572815706,zh_hk,telegram,letter,電報,信件,電報信件
信心,452.278923083057,508.818388893323,-0.889917316051054,-0.68319957415174,20.8533172384194,37.1446416109415,0.0848159853621042,0.113469966126347,15,20,0,0,13,18,13,18,0,0,1,1,15,20,0,0,12,18,13,18,0,0,0.923076923076923,1,13,18,56.539465810266,0.206717741899314,zh_hk,respect,confidence,尊重,信心,尊重信心
信心.1,518.109428570938,532.36033345237,-0.73438035686111,-0.670621444181758,35.1085228548773,56.5060945620654,0.0955459197630511,0.177829309316509,16,18,0,0,14,12,14,12,0,0,1,1,16,18,0,0,14,12,14,12,0,0,1,1,14,12,14.2509048814314,0.0637589126793523,zh_hk,hope,faith,希望,信心,希望信心
信息,522.901812505716,538.487285716656,-0.692309205515569,-0.55142891466912,28.5025160432147,36.9549831887178,0.105823643437264,0.119467951179623,16,16,1,0,16,14,16,14,0,0,1,1,16,16,1,0,16,12,16,14,0,0,1,0.857142857142857,16,14,15.58547321094,0.140880290846449,zh_hk,warning,message,警告,信息,警告信息
信號,693.679000023796,619.840399988977,-0.0959808345188334,-0.41848544041553,171.433364463081,44.8638492087091,0.456918812159772,0.0780933567905202,9,13,0,0,6,10,6,10,0,0,1,1,9,12,0,1,6,10,6,10,0,0,1,1,6,10,-73.8386000348198,-0.322504605896697,zh_hk,frequency,signal,頻率,信號,頻率信號
修道院,545.518823538119,816.746066665944,-0.560075407422694,0.307145882018772,27.2793103725384,68.8875675995804,0.114291466153463,0.214683225455972,23,18,1,0,17,15,18,16,0,0,0.944444444444444,0.9375,23,18,1,0,18,15,18,16,0,0,1,0.9375,17,15,271.227243127825,0.867221289441466,zh_hk,orphanage,convent,孤兒院,修道院,孤兒院修道院
修院,669.45152941539,779.776375004836,-0.164619544529828,0.368127164309753,78.5877162310857,105.882454431252,0.228376156504691,0.416617599120882,21,14,1,0,17,9,18,12,1,0,0.944444444444444,0.75,22,13,0,1,16,8,19,11,0,1,0.842105263157895,0.727272727272727,17,8,110.324845589447,0.532746708839581,zh_hk,temple,monastery,寺廟,修院,寺廟修院
個人,544.38540000192,547.467000000642,-0.467808352424212,-0.645821072210608,48.8123367914904,39.3661695967592,0.220699865725881,0.0946576104750308,12,24,1,0,10,19,10,19,0,0,1,1,12,24,1,0,9,14,10,19,0,0,0.9,0.736842105263158,10,19,3.08159999872157,-0.178012719786396,zh_hk,person,individual,人士,個人,人士個人
值得,549.361625019406,680.401454540769,-0.713760618797697,-0.163506377138637,58.8356853783589,94.7491555048128,0.114714679704774,0.254245187746626,13,14,0,0,9,11,9,11,0,0,1,1,13,14,0,0,7,10,9,11,0,0,0.777777777777778,0.909090909090909,8,11,131.039829521363,0.550254241659061,zh_hk,deserve,worthy,應得,值得,應得值得
假期,578.887727288757,517.797181818116,-0.431719778323896,-0.665550445733724,54.9041249686837,29.8770789271776,0.194809051356437,0.0951818647366774,15,13,2,1,11,11,11,11,1,0,1,1,14,13,3,1,11,11,11,11,1,0,1,1,11,11,-61.0905454706412,-0.233830667409828,zh_hk,christmas,holiday,聖誕,假期,聖誕假期
假設,700.116812496392,577.970999999832,-0.188110068838261,-0.607355552933037,86.3507268003028,41.1064500558594,0.253947858085863,0.0939363942633369,18,18,0,0,16,13,16,14,0,0,1,0.928571428571429,18,18,0,0,15,13,16,14,0,0,0.9375,0.928571428571429,16,13,-122.14581249656,-0.419245484094776,zh_hk,conclusion,assumption,結論,假設,結論假設
偉大,503.574125010891,688.422750000515,-0.74214338424026,-0.15228788406723,29.3897061471724,173.179234643462,0.0940059023524377,0.50311585784049,15,11,1,0,8,8,8,8,0,0,1,1,15,11,1,0,8,7,8,8,0,0,1,0.875,8,8,184.848624989624,0.58985550017303,zh_hk,excellent,great,優秀,偉大,優秀偉大
停止,611.246111195724,817.673999988125,-0.417442868417908,-0.0788092950748548,57.7638678454781,204.105376512688,0.186322460050797,0.336544406784977,9,9,0,1,9,6,9,6,0,0,1,1,9,9,0,1,8,6,9,6,0,0,0.888888888888889,1,9,6,206.427888792401,0.338633573343054,zh_hk,prevent,stop,避免,停止,避免停止
偵探,537.681928576687,597.506277788051,-0.672140305323474,-0.358202013138869,42.56466461989,31.7944959002836,0.0786866193927452,0.118837962165989,17,22,0,0,14,18,14,18,0,0,1,1,17,22,0,0,14,17,14,18,0,0,1,0.944444444444444,14,18,59.8243492113638,0.313938292184606,zh_hk,agent,detective,特務,偵探,特務偵探
傲慢,570.962249996461,590.957249998634,-0.560955639839688,-0.509892189220748,26.9306621854709,56.5172809570665,0.09706751913282,0.216325423148178,22,15,1,0,16,12,17,12,0,0,0.941176470588235,1,22,15,1,0,16,12,17,12,0,0,0.941176470588235,1,16,12,19.9950000021729,0.0510634506189396,zh_hk,ignorance,arrogance,無知,傲慢,無知傲慢
傳奇,464.523666666889,531.41471428742,-0.706457783749994,-0.618792740667288,18.8947963889342,28.6972887942434,0.0722362925324213,0.116413459645417,7,17,0,1,6,14,6,16,0,0,1,0.875,7,17,0,1,6,16,6,16,0,0,1,1,6,14,66.8910476205313,0.0876650430827062,zh_hk,myth,legend,神話,傳奇,神話傳奇
傳真,711.139636351542,562.575818181908,-0.0990721767664254,-0.444411318571278,127.309787661393,41.778547255035,0.403964287872084,0.109185825357291,14,14,0,0,11,11,11,13,0,0,1,0.846153846153846,14,14,0,0,11,13,11,13,0,0,1,1,11,11,-148.563818169633,-0.345339141804853,zh_hk,mail,fax,郵件,傳真,郵件傳真
傳統,621.281000010759,689.108083322397,-0.360265948693612,-0.362239976422263,117.815271072328,82.6825874546426,0.293584765747945,0.212334704657265,15,13,1,0,13,12,13,12,0,0,1,1,14,13,2,0,11,11,12,12,1,0,0.916666666666667,0.916666666666667,13,12,67.8270833116375,-0.00197402772865141,zh_hk,modern,traditional,現代,傳統,現代傳統
僕人,517.462466670229,534.108499996594,-0.624827778381702,-0.548659676564188,25.2080346769819,65.3731476793903,0.0598798600464492,0.173085668333393,19,13,0,1,15,10,15,10,0,0,1,1,19,13,0,1,15,10,15,10,0,0,1,1,15,10,16.6460333263651,0.0761681018175137,zh_hk,slave,servant,奴隸,僕人,奴隸僕人
價錢,554.835416679591,742.596571432526,-0.623839421640994,0.225617198464498,40.9634840578842,152.657081019951,0.124060023489796,0.634976855448167,17,18,0,0,12,14,12,14,0,0,1,1,17,18,0,0,12,13,12,14,0,0,1,0.928571428571429,12,14,187.761154752936,0.849456620105492,zh_hk,value,price,價值,價錢,價值價錢
儀器,650.469714291087,749.188700008515,-0.343258752943893,0.227822848899443,51.4196646673472,129.427498551111,0.146534965619817,0.514447774369547,24,12,2,2,21,10,22,11,0,0,0.954545454545455,0.909090909090909,25,12,1,2,21,10,22,11,0,0,0.954545454545455,0.909090909090909,21,10,98.7189857174271,0.571081601843336,zh_hk,tool,instrument,工具,儀器,工具儀器
優雅,513.840333331169,519.903555547515,-0.63618456780348,-0.652768492212757,30.8846906592606,54.7882863669161,0.0628672644048522,0.190980601316662,10,12,0,0,9,9,9,9,0,0,1,1,10,12,0,0,9,7,9,9,0,0,1,0.777777777777778,9,9,6.06322221634514,-0.0165839244092765,zh_hk,fashionable,elegant,時尚,優雅,時尚優雅
兄弟,611.907846155211,469.825538463433,-0.469102336232849,-0.781654968613321,85.2773926732332,44.2714770090962,0.318749091692077,0.147292484922039,19,16,0,1,13,13,13,13,0,0,1,1,19,16,0,1,13,13,13,13,0,0,1,1,13,13,-142.082307691779,-0.312552632380473,zh_hk,sister,brother,姐妹,兄弟,姐妹兄弟
兄弟.1,563.96106666441,455.947799996613,-0.602225205243641,-0.858470678353085,146.25812078657,33.4033212447869,0.390070038409702,0.0451687569065074,16,7,3,1,15,5,15,5,0,0,1,1,16,7,3,1,14,5,15,5,0,0,0.933333333333333,1,15,5,-108.013266667797,-0.256245473109444,zh_hk,dude,bro,老友,兄弟,老友兄弟
充足,499.819588237733,652.685714287625,-0.693294715155445,-0.292016749774661,25.9745963100633,59.0460078548332,0.0882069690450694,0.191506661939207,20,16,1,1,17,14,17,14,0,0,1,1,20,16,1,1,17,14,17,14,0,0,1,1,17,14,152.866126049891,0.401277965380784,zh_hk,enough,sufficient,足夠,充足,足夠充足
兇徒,671.580000025017,845.94669230902,-0.340623455548247,0.550567854123026,92.9321370683187,124.510241989036,0.26146625538927,0.49998435777264,12,14,0,0,10,13,10,13,0,0,1,1,12,14,0,0,10,13,10,13,0,0,1,1,10,13,174.366692284003,0.891191309671273,zh_hk,killer,murderer,殺手,兇徒,殺手兇徒
光明,561.245100011956,513.383071430985,-0.547730307983067,-0.568941743923554,88.3612052206011,22.3626571635632,0.335281408961382,0.0773327465182538,15,20,0,1,10,14,10,14,0,1,1,1,15,20,0,1,10,14,10,14,0,1,1,1,10,14,-47.862028580971,-0.0212114359404868,zh_hk,darkness,light,黑暗,光明,黑暗光明
兒子,737.565374999299,707.725666678822,-0.407462103560179,-0.323467811125851,268.17996260684,233.352466404734,0.540812602150565,0.4843629891106,13,9,0,0,8,6,8,8,0,0,1,0.75,13,9,0,0,8,7,8,8,0,0,1,0.875,8,6,-29.8397083204777,0.083994292434328,zh_hk,daughter,son,女兒,兒子,女兒兒子
兔仔,566.249263167298,735.392571449725,-0.38739934965688,0.0292671495505645,35.8190309736719,104.31520821141,0.180704609672489,0.309959773891457,22,15,0,0,19,14,20,15,0,0,0.95,0.933333333333333,22,15,0,0,20,15,20,15,0,0,1,1,19,14,169.143308282426,0.416666499207445,zh_hk,fox,rabbit,狐狸,兔仔,狐狸兔仔
入口,479.900999998092,540.634176471818,-0.854792812155361,-0.616934437776805,34.2405727526771,23.9501921710487,0.0862283803967725,0.074227628350433,8,21,0,0,7,17,7,17,0,0,1,1,8,21,0,0,7,16,7,17,0,0,1,0.941176470588235,7,17,60.733176473726,0.237858374378557,zh_hk,exit,entrance,出口,入口,出口入口
內容,518.129583337669,620.01233333259,-0.592983533183722,-0.336223079354192,26.0590855393569,74.0734545404985,0.115290984617519,0.239584899520339,18,13,1,1,12,9,12,10,0,1,1,0.9,18,13,1,1,11,10,12,10,0,1,0.916666666666667,1,12,9,101.882749994921,0.25676045382953,zh_hk,contain,content,包含,內容,包含內容
全球,553.988181831056,565.109888887206,-0.512781033661393,-0.639170364250838,34.550380208001,74.531206509525,0.164661735694159,0.150270457500779,14,21,2,0,11,18,11,18,1,0,1,1,14,21,2,0,11,18,11,18,1,0,1,1,11,18,11.1217070561497,-0.126389330589445,zh_hk,national,global,國家,全球,國家全球
公克,524.845058823747,829.709555550669,-0.612412605401118,0.501838225076886,27.2329558117459,112.967731058245,0.10184166364952,0.363257219105844,20,15,2,1,17,9,17,15,0,1,1,0.6,20,16,2,0,17,16,17,16,0,0,1,1,17,9,304.864496726922,1.114250830478,zh_hk,kilo,gram,公斤,公克,公斤公克
公寓,491.320666661153,599.60699998687,-0.851693783001201,-0.00745690908767149,25.4049557363633,85.0295659602462,0.0646361257966912,0.53704035970199,9,9,0,1,9,9,9,9,0,0,1,1,9,9,0,1,9,8,9,9,0,0,1,0.888888888888889,9,9,108.286333325717,0.84423687391353,zh_hk,house,apartment,獨立屋,公寓,獨立屋公寓
公尺,529.338800003746,713.542357139633,-0.684119853315143,-0.129140836673502,32.3091413702147,66.9158963569565,0.0823172027162412,0.221378592987462,22,18,0,0,15,14,15,14,0,0,1,1,22,18,0,0,15,13,15,14,0,0,1,0.928571428571429,15,14,184.203557135886,0.554979016641641,zh_hk,kilometer,meter,公里,公尺,公里公尺
公路,518.085526313285,494.039230792187,-0.608851275266336,-0.73300788339996,24.7079771963079,18.9276975958037,0.0889423516320526,0.0562007363382903,21,16,1,0,19,13,19,13,0,0,1,1,21,16,1,0,19,11,19,13,0,0,1,0.846153846153846,19,13,-24.0462955210983,-0.124156608133624,zh_hk,road,highway,街道,公路,街道公路
共產主義,595.669428567552,749.90766666539,-0.40467916592285,0.00814838349801299,53.808830394777,93.0174306084041,0.15690089803923,0.304090235388211,12,20,0,0,7,18,7,19,0,0,1,0.947368421052632,12,20,0,0,7,18,7,19,0,0,1,0.947368421052632,7,18,154.238238097838,0.412827549420863,zh_hk,racist,communist,種族主義,共產主義,種族主義共產主義
典禮,559.104199996322,628.940538461255,-0.71370420213659,-0.369272136662269,72.9808384578302,64.7103583643716,0.125919654141926,0.184293047170997,12,16,0,0,10,13,10,13,0,0,1,1,12,16,0,0,10,13,10,13,0,0,1,1,10,13,69.8363384649329,0.344432065474321,zh_hk,ritual,ceremony,儀式,典禮,儀式典禮
