target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,cs_cue,cs_target,cs_word_combo,unrelated_cs_cue
klinika,692.694358208752,737.435649353474,-0.31625430014584,-0.306164467677794,30.7529858308447,35.1110496805378,0.117584903115227,0.116704704240633,75,88,2,3,67,77,67,80,0,2,1,0.9625,75,88,2,3,66,78,67,80,0,2,0.985074626865672,0.975,67,77,44.7412911447226,0.0100898324680457,cs,hospital,clinic,nemocnice,klinika,nemocniceklinika,razítko
klášter,655.140763894442,674.522565215394,-0.603409915751026,-0.424582206781785,23.5151811967017,24.5073861933513,0.0585125678793255,0.0735803526595158,82,79,0,6,72,69,72,69,0,2,1,1,82,79,0,6,69,68,72,69,0,2,0.958333333333333,0.985507246376812,72,69,19.3818013209521,0.17882770896924,cs,temple,monastery,chrám,klášter,chrámklášter,odpovědět
klášter,655.140763894442,674.522565215394,-0.603409915751026,-0.424582206781785,23.5151811967017,24.5073861933513,0.0585125678793255,0.0735803526595158,82,79,0,6,72,69,72,69,0,2,1,1,82,79,0,6,69,68,72,69,0,2,0.958333333333333,0.985507246376812,72,69,19.3818013209521,0.17882770896924,cs,temple,monastery,chrám,klášter,chrámklášter,lhát
klášter.1,685.761671428359,697.452830762623,-0.435387670300082,-0.257165531601167,25.3623299031339,23.1364579543203,0.0653001751049778,0.0803742742811085,78,71,2,0,70,65,72,65,0,0,0.972222222222222,1,76,69,4,2,64,63,71,63,1,2,0.901408450704225,1,70,65,11.6911593342639,0.178222138698915,cs,orphanage,convent,sirotčinec,klášter,sirotčinecklášter,odpovědět
klášter.1,685.761671428359,697.452830762623,-0.435387670300082,-0.257165531601167,25.3623299031339,23.1364579543203,0.0653001751049778,0.0803742742811085,78,71,2,0,70,65,72,65,0,0,0.972222222222222,1,76,69,4,2,64,63,71,63,1,2,0.901408450704225,1,70,65,11.6911593342639,0.178222138698915,cs,orphanage,convent,sirotčinec,klášter,sirotčinecklášter,lhát
kniha,560.884464790883,643.006343273866,-0.792441819902927,-0.591331514506664,9.82874794642445,28.3785110353283,0.0347275811914898,0.0754737366428289,76,73,1,3,71,67,71,67,0,2,1,1,76,73,1,3,68,67,71,67,0,2,0.957746478873239,1,71,67,82.121878482983,0.201110305396263,cs,bible,book,bible,kniha,biblekniha,slepý
kněz,596.459519479707,697.707971021429,-0.688341032919985,-0.419679953645897,17.7661039972575,35.453096857776,0.0576844225995612,0.0989550821986938,82,76,6,2,77,69,77,69,2,0,1,1,82,76,6,2,67,67,77,69,2,0,0.87012987012987,0.971014492753623,77,69,101.248451541722,0.268661079274089,cs,monk,priest,mnich,kněz,mnichkněz,tenký
koberec,644.340671871585,674.803173914771,-0.488993163411859,-0.469857546236106,32.5413167687217,28.8444804393666,0.124345009546357,0.0792751347362174,69,80,5,2,64,69,64,71,2,1,1,0.971830985915493,68,80,6,2,62,71,64,71,2,1,0.96875,1,64,69,30.462502043186,0.0191356171757533,cs,floor,carpet,podlaha,koberec,podlahakoberec,právě
kolaps,785.51043055554,770.129789477026,-0.0313878456377505,-0.0937105558631721,27.239207748857,23.334417050653,0.09437632415061,0.0694769945530982,80,81,1,3,72,76,75,79,0,1,0.96,0.962025316455696,80,81,1,3,71,75,75,80,0,0,0.946666666666667,0.9375,72,76,-15.3806410785139,-0.0623227102254216,cs,fall,collapse,pád,kolaps,pádkolaps,lov
kolem,634.89149998642,680.394441176898,-0.605796799868502,-0.423369833010467,21.8905899070214,41.1471837462473,0.0581876763456588,0.156625765771405,80,75,2,5,74,68,74,68,0,0,1,1,80,74,2,6,74,62,74,67,0,1,1,0.925373134328358,74,68,45.5029411904782,0.182426966858035,cs,round,around,kolo,kolem,kolokolem,gesto
koleno,573.722551274244,683.320239997362,-0.855685129149399,-0.405133796000527,14.4042704895397,21.0128075770541,0.0408081636872919,0.0648527256658403,81,83,3,2,78,75,78,75,1,0,1,1,81,83,3,2,75,2,78,74,1,1,0.961538461538462,0.027027027027027,78,75,109.597688723118,0.450551333148872,cs,shoulder,knee,rameno,koleno,ramenokoleno,ming
komedie,634.642189870726,638.51935955183,-0.670627298080408,-0.62413603796756,24.6266312631975,21.6851198925934,0.061921224207656,0.065893589972245,84,97,7,3,79,89,79,89,3,0,1,1,86,96,5,4,80,86,81,88,1,1,0.987654320987654,0.977272727272727,79,89,3.87716968110362,0.0464912601128481,cs,drama,comedy,drama,komedie,dramakomedie,objekt
komisař,587.796239425427,640.773750005659,-0.736551012229818,-0.567192879764041,14.4236268762352,19.4166221895262,0.0425789749886616,0.0493242247710901,75,84,5,3,71,76,71,77,2,1,1,0.987012987012987,75,84,5,3,69,76,71,77,2,1,0.971830985915493,0.987012987012987,71,76,52.9775105802315,0.169358132465777,cs,inspector,commissioner,inspektor,komisař,inspektorkomisař,jídlo
komunista,715.43659722122,731.946937508979,-0.355664369551905,-0.223005936145497,19.762373818109,24.0842291963871,0.0790040005690388,0.068274014349241,83,75,5,5,72,64,72,64,3,1,1,1,83,74,5,6,70,59,72,63,3,2,0.972222222222222,0.936507936507937,72,64,16.5103402877592,0.132658433406408,cs,racist,communist,rasista,komunista,rasistakomunista,hormon
koncert,630.842408447722,613.110914298037,-0.593050846468345,-0.650617025295499,19.753725064532,13.5138787651513,0.0510544226113307,0.0407366585718909,78,72,1,4,71,70,71,70,0,1,1,1,78,72,1,4,71,70,71,70,0,1,1,1,71,70,-17.731494149685,-0.0575661788271541,cs,tour,concert,prohlídka,koncert,prohlídkakoncert,chata
kopie,622.09991780487,704.743840581563,-0.653016301762806,-0.413900354074643,18.1093347376493,30.5037867285285,0.0493490883556777,0.0819985603705591,87,81,3,4,74,69,74,69,0,2,1,1,87,83,3,2,73,70,74,70,0,1,0.986486486486487,1,73,69,82.6439227766934,0.239115947688163,cs,original,copy,originál,kopie,originálkopie,národní
korporace,935.026753618993,1053.66359721991,0.388356457782625,0.741774650886592,35.5774416854424,52.2743741784596,0.112558873988961,0.154683104370216,82,81,3,4,69,72,75,76,1,2,0.92,0.947368421052632,83,81,2,4,75,76,76,76,0,2,0.986842105263158,1,69,72,118.636843600919,0.353418193103967,cs,company,corporation,společnost,korporace,společnostkorporace,teplo
koupelna,598.795238803731,626.94593421606,-0.790881625757999,-0.621400160732891,13.7127763999983,20.3165250827494,0.040582155215078,0.0569659368509881,79,85,0,3,67,76,67,76,0,0,1,1,79,85,0,3,65,76,67,76,0,0,0.970149253731343,1,67,76,28.1506954123297,0.169481465025108,cs,shower,bathroom,sprcha,koupelna,sprchakoupelna,silný
kouzelník,667.768597017952,692.305474361485,-0.487482911405655,-0.413144919095023,20.7508296168818,31.8239759607478,0.0580837616716672,0.100401027356711,78,86,1,2,67,78,68,78,1,0,0.985294117647059,1,78,86,1,2,67,77,68,78,1,0,0.985294117647059,0.987179487179487,67,78,24.5368773435325,0.0743379923106312,cs,magic,wizard,magie,kouzelník,magiekouzelník,utopit
kov,564.226921046617,626.257785703768,-0.799012480839033,-0.571360968128115,12.1438783284096,16.6783718992579,0.0388588827048147,0.0685440641111526,81,78,5,3,76,70,77,74,1,0,0.987012987012987,0.945945945945946,81,78,5,3,75,70,77,74,1,0,0.974025974025974,0.945945945945946,76,70,62.0308646571508,0.227651512710918,cs,iron,metal,železo,kov,železokov,dojem
kovboj,649.242890410447,706.13721740161,-0.510070077173976,-0.250217901305393,16.068519699542,21.7802062146429,0.0609469110710986,0.0799278921416328,79,74,2,4,73,69,73,69,0,1,1,1,79,74,2,4,63,68,73,69,0,1,0.863013698630137,0.985507246376812,73,69,56.8943269911629,0.259852175868582,cs,rodeo,cowboy,rodeo,kovboj,rodeokovboj,zaměřit
