"word","class","avgRT","avgZ_RT","samplesize","n_answered","seRT","seZ_RT","accuracy","Z2.5_avgRT","Z2.5_avgZ_RT","Z2.5_samplesize","Z2.5_n_answered","Z2.5_seRT","Z2.5_seZ_RT","Z2.5_accuracy","Z3.0_avgRT","Z3.0_avgZ_RT","Z3.0_samplesize","Z3.0_n_answered","Z3.0_seRT","Z3.0_seZ_RT","Z3.0_accuracy"
"act","word",574.262543739967,-0.373078170563803,846,897,7.7715828864526,0.0311578346173345,0.94314381270903,560.705984490885,-0.43298020005398,838,838,6.07138533831141,0.0201051096663708,1,561.804003579693,-0.429068050702993,839,839,6.16275062272982,0.0204586603285408,1
"actiskin","nonword",727.398289339148,0.203312988573426,985,1014,10.4942873463283,0.0358404012697103,0.971400394477318,684.919684266464,0.04752613673558,947,947,7.71278187952091,0.0242190079387774,1,693.59266562225,0.0754305255839755,957,957,8.17483431530967,0.025529203518354,1
"activate","word",596.092747824612,-0.313082052614962,924,938,7.24701186564273,0.0235067418926211,0.985074626865672,586.117059967012,-0.345494887734415,917,917,5.99922141907757,0.019974554567325,1,587.831472241269,-0.338953115905276,919,919,6.11797131715492,0.0204602806909173,1
"active","word",582.072388416844,-0.346085212947367,932,963,6.80962166738505,0.0241462382251363,0.967808930425753,570.210771992085,-0.395586285250302,921,921,5.78408710629068,0.0181853662724504,1,575.728169368597,-0.375296474295412,927,927,6.1980102160747,0.0198710312256542,1
"activity","word",583.725503628619,-0.330495926852195,965,982,7.57574547794298,0.026901695224133,0.982688391038697,566.206927523174,-0.397269653555407,952,952,5.76075877664802,0.0188405260878837,1,569.289358116943,-0.387204347664807,955,955,6.01233686926552,0.0196596824051549,1
"actor","word",578.501834616181,-0.34950218955543,913,931,7.39068948107025,0.0268692590526488,0.980665950590763,560.563835194601,-0.419498543525177,898,898,5.67586275027061,0.0196718232402786,1,565.664574756041,-0.40248239448516,903,903,6.11846614933316,0.0209885755143444,1
"actually","word",594.617400855776,-0.320142620920736,928,951,7.45920771293869,0.0265506091578995,0.975814931650894,578.656734709659,-0.383409839237812,916,916,5.67532289613686,0.0180459995344316,1,580.506066442318,-0.376172368304305,918,918,5.81181916579914,0.0187192576355436,1
"acurtsy","nonword",756.874950959108,0.325341338749007,836,913,11.7689949986677,0.038027987125713,0.91566265060241,703.768937188493,0.15042439842404,796,796,8.21217883466838,0.0264216648360107,1,718.203677780264,0.196414382829055,810,810,9.04551592723055,0.0286902283996946,1
"adack","nonword",690.671756824896,0.0436293340050368,843,893,8.92078739543981,0.0291868363361707,0.944008958566629,663.499955994082,-0.0583174192035406,818,818,6.87807340236507,0.0214071280274169,1,668.92327636746,-0.0351264698799962,825,825,7.19324212108777,0.0229579952639103,1
"addates","nonword",750.631011546263,0.282327745290588,953,1031,10.736551392559,0.0317008898945324,0.924345295829292,704.731649512271,0.135433329146199,913,913,7.71659000134592,0.0221164731234312,1,717.692866239046,0.175414454662473,927,927,8.4104194363412,0.0242345401727528,1
"addinatesal","nonword",780.326689378899,0.448117069418132,895,938,11.8482363507538,0.0405738801826104,0.954157782515991,722.96464886303,0.228062322813288,843,843,8.73026116644021,0.0257363537752487,1,736.775190689105,0.276984203694504,860,860,9.3343393144317,0.0278369665714399,1
"additional","word",594.383410322877,-0.307020194000267,1048,1065,6.34525207572313,0.0211115752684518,0.984037558685446,585.340995204496,-0.341944888269371,1039,1039,5.5372194859869,0.0175327090733521,1,587.544494258518,-0.333030680379227,1042,1042,5.66878833011429,0.0182244959312233,1
"address","word",560.575676568597,-0.456689397327961,977,988,5.79618859388023,0.0193033576783855,0.988866396761134,555.681649184249,-0.478069202773638,972,972,5.33946939704384,0.0167005950343992,1,557.570383990803,-0.471326579799617,974,974,5.49520381814311,0.0173345213791789,1
"adelistry","nonword",730.212917426134,0.218760592075264,884,948,10.9654713046807,0.0356039481645253,0.932489451476793,684.028749709417,0.0512875450530121,843,843,8.07164847814192,0.0235381788016581,1,702.717332566549,0.113444947788908,863,863,9.14566385449847,0.0267964489142889,1
"adines","nonword",700.576850194576,0.091697087563698,1048,1083,9.34376092456975,0.0287526116362059,0.967682363804247,667.113903738804,-0.0216042803577687,1018,1018,6.84275652283444,0.0200950255116866,1,673.505045814949,-0.000246194462678621,1026,1026,7.16540780631528,0.021315969953456,1
"adins","nonword",682.064879860177,0.0342992019717384,874,915,9.80725477737979,0.0347145958826148,0.955191256830601,648.11010718095,-0.096554337464678,849,849,6.63794813312975,0.0211838825671544,1,652.83781966853,-0.0803578132810605,854,854,6.986131333395,0.0222671413176242,1
"adlake","nonword",674.242467905893,-0.0256033297879906,966,1010,9.368838374741,0.0297301524592342,0.956435643564356,644.314970304017,-0.127472769478108,943,943,6.83555464547963,0.0198399180239139,1,653.275957980009,-0.100202268972254,952,952,7.43213900553933,0.0216423308603903,1
"administration","word",745.277453760899,0.290597941270284,919,962,10.018286724444,0.0354314843054947,0.955301455301455,705.900721096663,0.131347115546365,882,882,7.41324941012296,0.0228241641974064,1,714.211053819868,0.160650565603662,892,892,7.9761958743822,0.0243837727402816,1
"administrative","word",755.308833703136,0.350754472240508,902,943,11.6257186474815,0.0406478498090839,0.956521739130435,697.570610590382,0.118741189813451,850,850,7.99190552171563,0.0243413347826997,1,706.940139886026,0.163970003525263,865,865,8.29739745315124,0.0265822035945763,1
"administravenous","nonword",937.989016152248,1.10814301013346,805,906,16.1301659119014,0.0586269291626907,0.888520971302428,796.473418642594,0.543216457789052,676,676,10.9242176234474,0.034556357468078,1,831.37072626037,0.66535800177575,716,716,11.965884741454,0.0376596933609174,1
"administraversed","nonword",961.731230912748,1.15899617627962,1061,1173,14.2330453737281,0.0475298320591005,0.904518329070759,815.007590956864,0.613022771931744,885,885,9.58606358671845,0.0297662638014324,1,846.249539610363,0.723320069865222,934,934,10.376427420024,0.0321240055850641,1
"admire","word",654.234819977685,-0.0425894514171215,961,1012,8.11342828361032,0.0303625514680187,0.949604743083004,633.2952706987,-0.130931533762581,942,942,6.43389160887539,0.0219153324901811,1,635.020902540566,-0.124502593684684,944,944,6.53523973475741,0.0223358843440475,1
"admit","word",624.014256261397,-0.231234804434566,878,926,8.17615695832098,0.0271644452743506,0.948164146868251,610.094104958408,-0.284792888986946,867,867,6.90015743656266,0.0213823607667295,1,612.050641376201,-0.27398332133593,870,870,6.97519251355385,0.0222017254293027,1
"adrenaline","word",708.007566394476,0.203874716256659,964,1056,8.13492129407971,0.0297726916344449,0.912878787878788,685.56940106806,0.105218331878074,940,940,6.49315266434845,0.0202820211460541,1,690.095816459685,0.128354699918096,948,948,6.68195320289615,0.0216999829502613,1
"adsas","nonword",652.728594851959,-0.0857673073905904,900,925,8.02148181267205,0.025775217624887,0.972972972972973,638.230701989482,-0.137467377435281,888,888,6.6117963261628,0.0200961572286548,1,644.135043985221,-0.115691026160435,895,895,7.02042921145193,0.0215610334678898,1
"adult","word",577.394970497902,-0.358630036061692,915,940,6.72474016724721,0.0244107433675796,0.973404255319149,566.512460779463,-0.40635738327697,905,905,5.59611838765288,0.019042581293351,1,568.41209912501,-0.395798471122557,908,908,5.68594059405269,0.0199330432650135,1
"adung","nonword",627.581035751139,-0.171794940740395,923,960,7.49300888219272,0.0239337333218229,0.961458333333333,611.313833149437,-0.222978387661114,911,911,5.73510090262957,0.0184631682115183,1,617.0108415282,-0.20991363188154,915,915,6.42773838324654,0.019511167240788,1
"adverdreaming","nonword",936.918207572302,1.00839548155158,872,937,14.8019598663842,0.0490838495213559,0.930629669156884,809.730906794028,0.540819635511927,751,751,9.64743712381966,0.0281950704481144,1,836.830515347665,0.628581998262554,782,782,10.7320840368464,0.031194864538002,1
"advertising","word",675.225316917297,0.0369912325983038,934,972,8.33933636525156,0.0284984910284853,0.960905349794239,650.798068132587,-0.0599925337807741,910,910,6.3441202526467,0.0200502221978876,1,657.540133842034,-0.0324980011051714,919,919,6.77902584315835,0.0218576216698483,1
